Year,Destination,Total,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Republic of the Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2017,France,4093942,2207,3271,671245,1,575,10679,3,47,7654,11204,7,4744,8923,2183,28,91,1880,43,2200,95288,8,9903,77,35,1900,7488,23,36475,..,35,10536,4261,1095,12830,33372,51301,14787,56,..,8883,3435,..,7903,66840,299,9,16274,20183,34976,3,442,50409,5071,2974,..,564,5935,38,41901,4346,3323,4494,2435,2783,11717,697,234,429,600,5688,3,..,96,3008,..,..,..,11043,974,4152,153792,3395,51,7065,11,..,..,..,1638,14403,1342,2932,44010,..,362,5300,252,26442,3348,11091,2770,6594,11,4919,200162,336,15760,497,1572,1259,4,309,520,22515,1634,21043,20,328,1172,13,1607,7964,76392,57,1534,2,31036,287,..,..,6293,27933,..,8337,..,13180,843,714,5,450783,751,240,99,..,751,24280,..,1067,442,2745,2758,..,..,2804,47,9482,..,315,13,602,7273,11584,72113,361520,27,85,13086,3259,..,49013,42495,3547,1,3,3403,..,22,13,114,138,1194,52737,44257,445,715,1384,..,2759,1515,1,1017,3225,..,178163,23595,426,1287,14827,15,7289,58048,7282,144,2369,12173,..,11674,..,56,307,176058,144397,124,3,1,356,11156,359,97017,387,32240,..,1388,663,534,4016,70887,..,11,278,199,417
2017,Germany,6109816,43591,8606,6744,..,..,..,..,..,9620,6526,..,6511,132141,9443,..,..,2592,..,16673,17550,..,627,..,..,2890,99571,..,41720,..,..,53707,458,314,..,1425,8467,9788,..,..,..,87,..,8199,54361,..,..,13582,..,2056,..,1045,1559,111388,8243,..,794,307453,1934,4113,14266,..,..,7449,5206,6539,758,..,7500,7044,10292,..,..,..,11677,78107,..,..,208,1119,13671,..,14971,..,97609,..,..,..,..,1129,1260,..,..,846,..,907,82154,837,25678,11223,58074,44090,5126,..,5200,156967,1254,19585,4331,512778,10596,..,..,42790,1794,17478,30744,..,626,1733,176,31502,10301,1053,..,3239,..,587,405,..,..,..,..,..,10849,..,..,..,11,..,48808,..,802,..,..,1669,66427,..,1360,839,209,8866,..,..,4898,..,18354,..,414,..,2827,11908,40404,1016388,45401,..,..,18185,12451,..,310739,583099,610,..,..,..,..,..,..,..,..,1493,1354,53450,..,959,1679,..,25275,21143,..,2908,9470,..,51968,21620,..,..,..,..,11113,44762,21248,14589,..,62467,..,5450,..,..,558,13112,785010,3533,..,..,1425,152780,..,40526,..,59459,..,1802,22197,..,4996,58831,..,..,791,584,..
2017,Liechtenstein,12670,..,..,..,..,..,..,..,..,16,..,..,..,2313,..,..,..,..,..,..,22,..,..,..,..,..,187,..,119,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..,42,..,..,28,..,..,..,..,..,65,..,..,..,40,..,..,8,..,..,51,..,..,..,..,..,2,..,..,..,..,4,63,..,..,..,..,..,981,..,..,21,..,..,..,..,..,..,..,..,..,..,..,42,1,11,..,..,..,9,..,..,334,..,..,..,..,..,..,..,..,21,..,..,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,16,..,..,..,1,..,..,..,..,..,..,..,44,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..,36,46,209,..,..,..,..,..,23,39,..,..,..,..,..,..,..,..,..,..,..,83,..,..,..,..,29,88,..,..,19,..,126,..,..,..,..,..,17,6545,..,..,49,69,..,..,..,..,..,9,308,..,..,..,..,31,..,34,..,66,..,..,..,..,..,..,..,..,..,..,..
2017,Luxembourg,129866,..,128,46,..,..,..,..,..,16,..,..,37,579,..,..,..,12,..,37,10248,..,..,..,..,..,1078,..,179,..,..,609,..,..,797,..,34,111,..,..,..,..,..,24,486,..,..,15,..,..,..,..,..,179,13,..,32,637,..,44,1370,..,74,19,..,9,..,..,..,442,..,..,..,..,802,19982,..,..,..,..,..,8130,..,..,952,..,..,..,..,..,..,..,..,..,..,..,756,170,89,..,100,..,891,..,15,10565,..,141,..,..,..,..,..,..,..,433,18,..,..,..,..,413,..,..,..,13,..,..,115,..,..,..,34,..,18,..,..,..,3574,..,125,..,..,..,..,7,2351,..,7,..,..,..,..,..,74,..,..,..,..,..,..,56,137,2034,47932,..,..,24,..,..,1210,261,13,..,..,..,..,..,..,..,..,..,13,2427,..,..,..,..,413,251,..,..,19,..,2161,..,..,..,..,..,1172,273,..,..,143,141,..,..,..,..,..,40,91,..,..,..,..,137,..,3095,..,473,..,..,..,..,13,88,..,..,..,..,..
2017,Monaco,10824,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3684,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1974,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Netherlands,1072934,16468,826,1614,..,..,2263,17,22,2025,449,2090,5790,3980,399,28,74,871,40,206,32364,..,112,19,163,561,448,131,11831,..,310,12425,157,1212,6739,484,1037,5737,2364,..,29,36,..,1894,37086,..,..,9087,..,500,..,462,585,237,885,237,317,477,44,2651,2236,71,42,6383,1569,4466,260,38,2925,762,5837,..,..,41,2316,15090,..,..,54,253,180,76693,7734,11,6639,..,30,..,..,408,1083,110,1591,727,..,332,8196,272,12853,74036,14347,19093,2877,..,2474,11270,573,3704,511,168,1911,..,606,48,134,2187,1714,61,762,304,..,3207,692,117,163,2187,..,89,217,..,..,34,229,..,2724,..,50,372,..,..,86906,351,476,161,..,880,..,..,2090,312,66,3460,..,..,1673,330,5573,..,179,74,147,2966,10620,68183,8792,..,97,4550,93,..,11460,38292,628,..,46,32,..,44,12,..,88,1117,408,73,60,1417,2154,11823,402,176,..,13905,7983,..,14449,5399,..,1786,106224,52,2940,4164,4520,35,81,11842,..,476,..,..,364,1752,99745,..,..,..,1009,1007,549,23587,813,15031,..,353,114,..,2395,7511,..,..,260,550,766
2017,Switzerland,1279080,1796,1133,4044,..,19,3415,..,53,4754,436,..,4191,41121,329,63,152,677,37,917,8816,32,220,..,37,2075,30525,32,36062,..,31,4124,305,349,1105,1465,4804,7069,..,..,104,161,..,4179,11453,..,..,7591,12,620,..,563,1708,12400,1912,..,171,8552,338,3548,3526,51,269,7889,3162,2402,444,25,3845,422,2920,..,..,38,4045,82104,..,..,170,93,423,188209,1455,..,4376,..,26,..,..,606,380,113,93,1246,..,380,9778,209,9405,2325,4429,2744,1883,..,1789,120963,470,5380,280,1428,2067,..,221,335,563,1284,2274,51,202,474,1570,905,1316,1140,58,1374,14,200,173,..,..,48,2158,..,4187,..,147,535,1460,..,10241,683,138,163,..,413,17636,..,930,392,78,1132,..,..,1384,40,1671,..,274,116,632,6551,10648,15897,96345,..,30,2452,917,..,9788,13056,619,..,..,26,..,..,..,..,34,479,978,87983,170,142,1124,..,8090,2382,..,2137,4213,..,32100,21064,66,497,69,69,5840,..,1520,103,29113,16631,..,856,..,..,202,3907,40541,66,..,..,465,5750,213,23100,490,20243,..,926,487,..,2423,6938,..,..,209,202,598
2017,LATIN AMERICA AND THE CARIBBEAN,4789208,132,158,549,..,24,4098,766,4300,147928,403,3085,2102,3856,4,659,7,24,2509,176,3722,3326,12,64,1,270064,65,7,126617,2293,162,945,26,3,915,87,115,21989,2500,55,78,11,83,155207,56489,2112,6,706683,..,41,8,15877,125,1399,37300,4361,40,2217,507,86,956,..,12310,68194,47895,2233,43174,50,15,283,127,2,26,8,777,92039,2489,3,3,5,75,39708,77,17,1995,257,6085,6067,5,53779,35,388,32619,175233,2,36382,2746,214,5517,961,735,309,754,..,3360,143698,20569,39037,680,59,139,37,66,4,594,347,10821,6,21,147,31,1021,121,53,7,205,12,44,21,..,7238,1,..,..,33080,4,112,5,157,1557,1099,1043,16,15,6,10,15097,2,450,181355,6,810,5,2,831,12,353,12,11211,2,421866,261294,3378,9747,111628,9190,16,17673,269,805,3676,8337,4,377,6344,7473,49,8539,..,46,61,798,159,870,..,..,187,913,325,638,1,41,13717,..,162855,23,729,2,22419,9,1926,6123,8665,1,1068,492,60,8,..,167,9059,45,839,20,984,2,47,4649,14,31477,68,650504,1307,94914,35,111,63545,199,6,2,21,6,82
2017,Caribbean,681199,..,50,165,..,..,40,744,4192,1640,..,2634,181,161,..,575,3,..,2308,..,466,197,..,57,..,123,..,5,565,2293,..,114,..,3,3,60,12,5993,1937,11,51,..,7,1039,3161,58,..,14953,..,..,6,966,..,..,12097,4209,..,119,..,..,25,..,11638,49701,777,36,661,..,..,10,53,..,..,..,22,58172,2081,..,..,..,..,2424,33,..,51,49,5854,5028,..,624,..,..,18368,161701,..,1615,47,..,2137,150,9,8,155,..,50,2373,19516,565,45,5,37,..,..,..,..,..,497,..,..,..,..,..,..,..,..,16,..,..,12,..,5779,..,..,..,2755,..,..,..,..,1554,8,..,..,..,..,..,9392,..,43,807,..,325,..,..,31,..,64,..,1053,..,12,2079,2204,98,898,7023,..,307,6,603,77,1609,..,51,6332,6544,26,8272,..,..,..,3,..,40,..,..,..,877,..,..,..,..,103,..,7227,17,7,..,2472,7,46,1002,398,..,11,13,..,..,..,..,6869,..,23,..,984,..,9,483,..,10130,12,126900,1303,451,..,..,10677,33,6,..,..,3,13
2017,Anguilla,2933,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,237,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,160,..,..,..,..,..,..,..,..,..,..,..,..,..,202,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,321,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,280,..,329,267,..,..,..,..,..,..,..,..,..,..
2017,Antigua and Barbuda,15863,..,..,..,..,..,..,20,..,..,..,2,3,..,..,1,..,..,127,..,..,6,..,5,..,..,..,..,..,50,..,..,..,..,..,..,..,229,6,..,..,..,..,..,70,..,..,..,..,..,..,..,..,..,11,11,..,..,..,..,..,..,2707,1134,..,5,..,..,..,..,49,..,..,..,..,22,2,..,..,..,..,43,16,..,..,..,86,39,..,..,..,..,3650,17,..,3,..,..,40,..,..,..,..,..,..,36,2710,11,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,2,..,..,..,..,577,..,..,..,..,..,..,9,..,6,..,..,22,..,..,..,..,..,..,..,..,..,..,..,..,..,27,..,..,..,..,..,..,..,..,258,391,..,377,..,..,..,..,..,..,..,..,..,11,..,..,..,..,24,..,6,..,..,..,24,..,..,..,128,..,..,..,..,..,..,..,379,..,..,..,3,..,..,..,..,516,..,1340,374,..,..,..,20,..,..,..,..,..,..
2017,Aruba,20163,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141,..,..,..,..,..,552,..,..,6254,..,..,..,..,..,..,..,1167,..,..,..,..,..,..,75,2830,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,194,..,..,..,..,..,154,1045,..,..,..,..,113,..,..,..,..,..,..,..,506,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2233,..,..,58,..,..,..,..,..,..,..,..,..,..,..,561,515,..,82,..,..,..,..,..,..,..,..,..,..,..,..,87,..,..,..,..,..,..,..,..,..,332,..,..,..,..,..,..,..,..,..,..,714,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,313,..,..,..,..,1713,..,..,..,..,..,..
2017,Bahamas,30547,..,..,..,..,..,..,..,8,39,..,..,42,20,..,..,..,..,89,..,12,30,..,25,..,..,..,5,65,3,..,5,..,..,..,..,..,743,..,10,..,..,..,20,76,14,..,82,..,..,..,34,..,..,287,..,..,..,..,..,9,..,41,124,15,13,5,..,..,10,..,..,..,..,..,53,..,..,..,..,..,156,9,..,33,..,19,..,..,19,..,..,785,12451,..,9,..,..,273,20,..,..,28,..,..,55,5447,28,..,..,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,..,..,..,..,..,..,..,..,..,..,23,..,17,4,..,80,..,..,8,..,..,..,36,..,..,183,599,13,3,..,..,..,..,..,4,47,..,..,21,40,..,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,23,17,..,..,..,7,15,221,..,..,..,..,..,..,..,..,219,..,..,..,961,..,9,14,..,879,..,5179,..,8,..,..,20,..,..,..,..,..,8
2017,Barbados,19088,..,..,..,..,..,..,..,112,..,..,..,12,..,..,28,..,..,..,..,..,11,..,14,..,..,..,..,..,..,..,..,..,..,..,..,..,387,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,..,29,..,..,..,..,..,..,..,225,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,251,..,..,..,..,..,3519,23,..,..,..,..,238,..,..,..,..,..,..,..,653,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,1319,..,1871,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,..,..,..,..,..,..,..,..,..,..,..,950,..,..,..,..,..,..,..,..,1424,..,560,..,..,..,..,..,..,..,..,..,..,..
2017,British Virgin Islands,10121,..,..,..,..,..,..,..,447,..,..,..,19,..,..,19,..,..,70,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,701,901,..,..,..,..,..,..,..,..,..,..,..,8,..,..,..,..,..,32,..,..,..,..,..,..,..,..,..,..,1161,..,..,..,..,..,19,..,..,..,..,..,..,..,1154,..,..,..,..,..,..,..,..,..,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,268,..,..,..,..,..,..,..,..,709,313,..,1005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,155,..,..,..,..,..,..,..,..,373,..,974,..,..,..,..,..,..,..,..,..,..,..
2017,Caribbean Netherlands,6971,..,..,..,..,..,..,5,11,..,..,421,..,..,..,15,..,..,11,..,..,..,..,..,..,..,..,..,..,27,..,..,..,..,..,..,..,28,..,..,..,..,..,..,5,5,..,375,..,..,..,..,..,..,28,2227,..,..,..,..,..,..,7,833,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,95,56,..,..,..,..,3,11,..,..,..,..,..,7,215,7,..,..,..,..,..,..,..,..,13,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1272,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,3,..,..,..,..,..,..,..,..,19,..,..,3,..,..,..,..,..,..,..,..,..,183,..,..,..,..,..,..,7,..,..,..,265,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,208,..,..,..,..,262,..,..,..,..,..,..
2017,Cayman Islands,11890,..,..,..,..,..,..,..,..,7,..,..,76,9,..,82,..,..,60,..,5,146,..,7,..,..,..,..,34,..,..,..,..,..,..,..,..,710,..,..,..,..,7,..,..,..,..,207,..,..,..,35,..,..,365,1,..,..,..,..,6,..,..,13,..,..,..,..,..,..,..,..,..,..,5,13,..,..,..,..,..,41,..,..,..,..,6,..,..,..,..,..,127,6,..,1075,..,..,124,..,3,..,114,..,9,10,4771,5,..,..,24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..,..,..,..,..,19,..,..,..,..,..,..,..,..,..,..,..,5,..,17,218,..,..,..,..,..,..,36,..,58,..,..,9,819,..,..,24,..,..,..,..,..,..,..,..,..,5,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,15,..,..,..,..,..,..,17,..,..,..,5,..,..,..,..,153,..,..,..,..,..,..,..,..,941,12,1328,..,..,..,..,15,..,..,..,..,3,5
2017,Cuba,7275,..,50,22,..,..,40,..,..,83,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,..,..,..,..,..,78,..,..,..,..,..,27,..,..,..,..,..,82,68,..,..,81,..,..,..,..,..,..,..,..,..,105,..,..,..,..,..,68,31,..,..,..,..,..,..,..,..,..,..,72,..,..,..,..,..,167,..,..,..,49,39,..,..,36,..,..,..,269,..,..,41,..,..,..,..,..,..,..,..,61,154,..,..,..,..,..,..,..,..,..,24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,204,..,..,..,..,..,..,..,..,..,..,..,..,..,..,169,..,..,..,..,..,..,..,..,56,..,..,50,..,62,..,66,..,..,..,..,49,1272,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2444,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,417,..,20,..,280,..,..,..,..,95,..,..,..,..,..,..
2017,Curaçao,22606,..,..,..,..,..,..,31,41,14,..,1097,..,..,..,41,..,..,160,..,50,..,..,..,..,..,..,..,..,84,..,..,..,..,..,..,..,31,1409,..,..,..,..,..,262,39,..,3212,..,..,..,..,..,..,123,..,..,..,..,..,..,..,89,4448,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61,..,..,..,..,1,54,..,..,..,..,269,906,..,..,..,..,249,95,..,..,..,..,..,6,940,70,..,..,..,..,..,..,..,..,86,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,4782,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,..,..,479,11,..,..,..,..,..,..,..,..,141,..,..,246,..,..,..,..,..,..,..,..,..,289,..,..,..,..,..,..,13,..,..,..,1080,..,..,..,..,..,..,..,..,..,..,..,55,..,..,..,..,..,..,..,..,15,..,161,20,..,..,..,1058,..,..,..,..,..,..
2017,Dominica,3221,..,..,..,..,..,..,5,232,..,..,30,5,..,..,7,..,..,76,..,..,..,..,..,..,..,..,..,..,43,..,..,..,..,..,..,..,90,..,..,..,..,..,..,13,..,..,..,..,..,..,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,17,..,..,..,..,17,..,..,..,..,..,26,..,..,..,..,85,707,..,..,..,..,12,..,..,..,..,..,..,..,85,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,43,..,..,..,..,..,..,..,..,76,..,..,..,..,..,..,5,..,..,..,..,30,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,37,140,..,55,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,5,..,..,..,..,..,..,..,124,..,..,..,..,..,..,..,..,306,..,242,..,..,..,..,26,..,..,..,..,..,..
2017,Dominican Republic,167376,..,..,..,..,..,..,13,85,481,..,63,13,76,..,10,3,..,..,..,101,..,..,2,..,71,..,..,332,36,..,31,..,3,3,60,12,545,..,..,51,..,..,287,666,..,..,1820,..,..,6,147,..,..,1752,..,..,14,..,..,10,..,8,..,289,..,143,..,..,..,..,..,..,..,17,823,..,..,..,..,..,569,..,..,18,..,..,23,..,201,..,..,6,128130,..,225,6,..,24,..,6,8,13,..,18,1116,36,174,..,5,..,..,..,..,..,..,50,..,..,..,..,..,..,..,..,11,..,..,12,..,10,..,..,..,733,..,..,..,..,..,8,..,..,..,..,..,213,..,..,169,..,5,..,..,23,..,20,..,371,..,12,571,24,15,42,2868,..,249,6,..,24,290,..,51,56,..,26,..,..,..,..,3,..,40,..,..,..,..,..,..,..,..,7,..,2817,..,7,..,11,..,31,363,10,..,11,..,..,..,..,..,10,..,10,..,20,..,..,52,..,231,..,12592,37,92,..,..,2791,..,6,..,..,..,..
2017,Grenada,3588,..,..,..,..,..,..,..,19,..,..,..,..,..,..,15,..,..,89,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,290,..,..,..,..,..,..,..,..,..,..,..,..,..,58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,82,..,291,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1481,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,37,..,..,..,..,..,..
2017,Guadeloupe,55116,..,..,85,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,223,..,..,..,..,..,..,..,35,..,..,..,..,..,..,..,..,274,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2801,618,..,..,..,..,..,..,..,..,..,..,..,30894,665,..,..,..,..,174,..,..,..,..,..,..,..,..,..,..,104,8251,..,..,..,..,110,..,..,..,..,..,..,199,..,..,..,..,..,..,..,..,..,..,140,..,..,..,..,..,..,..,..,..,..,..,..,..,5456,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,443,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,259,..,..,..,..,297,..,..,..,..,..,227,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,..,..,124,163,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,230,..,274,..,..,..,..,..,..,..,..,..,..,..
2017,Haiti,17180,..,..,..,..,..,..,..,..,403,..,..,..,56,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,650,..,..,..,..,..,240,297,..,..,825,..,..,..,340,..,..,1075,..,..,..,..,..,..,..,..,2149,..,..,..,..,..,..,..,..,..,..,..,349,..,..,..,..,..,736,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,732,..,207,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,353,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,290,..,..,..,1708,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,958,..,..,..,..,..,..,277,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1519,..,351,..,..,2402,..,..,..,..,..,..
